skill_id,domain_slug,domain_label,domain_function,owner_role,capability,skill_name,description,business_requirement,trigger_signal,primary_output,success_metric,priority_tier,automation_level,prompt_seed
S0876,procurement,Procurement,vendor procurement and spend governance,procurement manager,Performance Management,procurement-performance-management,Automate performance management workflows for Procurement.,Operationalize performance reviews for vendor procurement and spend governance.,Review cycles begin in Procurement.,Performance packet with evidence and growth actions.,Performance goal completion rate.,P3,L5,Act as a top-tier procurement manager and execute Performance Management for Procurement.
S0877,procurement,Procurement,vendor procurement and spend governance,procurement manager,Root Cause Analysis,procurement-root-cause-analysis,Automate root cause analysis workflows for Procurement.,Run root-cause analysis for repeat failures in vendor procurement and spend governance.,The same issue repeats in Procurement.,RCA document with verified corrective actions.,Repeat incident rate after remediation.,P3,L5,Act as a top-tier procurement manager and execute Root Cause Analysis for Procurement.
S0878,procurement,Procurement,vendor procurement and spend governance,procurement manager,Decision Log,procurement-decision-log,Automate decision log workflows for Procurement.,Maintain a transparent decision log for vendor procurement and spend governance.,Decision context is repeatedly lost in Procurement.,"Decision log with date, context, owner, and rationale.",Decision traceability coverage.,P3,L5,Act as a top-tier procurement manager and execute Decision Log for Procurement.
S0879,procurement,Procurement,vendor procurement and spend governance,procurement manager,AI Ops Monitoring,procurement-ai-ops-monitoring,Automate ai ops monitoring workflows for Procurement.,Monitor AI workflow quality and drift in vendor procurement and spend governance.,Agent performance becomes unstable in Procurement.,AI operations dashboard with drift and failure alerts.,Automated workflow success rate with guardrails.,P3,L5,Act as a top-tier procurement manager and execute AI Ops Monitoring for Procurement.
S0880,procurement,Procurement,vendor procurement and spend governance,procurement manager,Continuous Improvement Loop,procurement-continuous-improvement-loop,Automate continuous improvement loop workflows for Procurement.,Run a continuous improvement loop for vendor procurement and spend governance.,The team wants systematic optimization in Procurement.,Improvement backlog with closed-loop learnings.,Quarter-over-quarter productivity uplift.,P3,L5,Act as a top-tier procurement manager and execute Continuous Improvement Loop for Procurement.
S0881,operations,Business Operations,cross-functional business operations,operations lead,Strategy Map,operations-strategy-map,Automate strategy map workflows for Business Operations.,Build and maintain a quarterly strategy map for cross-functional business operations.,A new planning cycle starts in Business Operations.,"A ranked strategy map with owners, risks, and milestones.",Strategic initiative on-time completion rate.,P1,L3,Act as a top-tier operations lead and execute Strategy Map for Business Operations.
S0882,operations,Business Operations,cross-functional business operations,operations lead,Goal Tree,operations-goal-tree,Automate goal tree workflows for Business Operations.,Translate company goals into a measurable goal tree for cross-functional business operations.,Leadership asks for clearer KPI alignment in Business Operations.,A goal tree mapping company goals to team KPIs.,Percent of KPIs traceable to company goals.,P1,L3,Act as a top-tier operations lead and execute Goal Tree for Business Operations.
S0883,operations,Business Operations,cross-functional business operations,operations lead,Operating Plan,operations-operating-plan,Automate operating plan workflows for Business Operations.,Create a 90-day operating plan for cross-functional business operations.,A team needs a quarter execution plan in Business Operations.,A 90-day operating plan with dependencies and deadlines.,Plan execution completion rate by milestone.,P1,L3,Act as a top-tier operations lead and execute Operating Plan for Business Operations.
S0884,operations,Business Operations,cross-functional business operations,operations lead,Budget Allocator,operations-budget-allocator,Automate budget allocator workflows for Business Operations.,Allocate budget across initiatives in cross-functional business operations using expected impact.,Budget planning or reforecast is requested for Business Operations.,Budget allocation table with expected ROI per initiative.,Variance between expected and realized ROI.,P1,L3,Act as a top-tier operations lead and execute Budget Allocator for Business Operations.
S0885,operations,Business Operations,cross-functional business operations,operations lead,Hiring Plan,operations-hiring-plan,Automate hiring plan workflows for Business Operations.,Define a hiring plan that supports priority outcomes in cross-functional business operations.,Headcount planning is requested for Business Operations.,"Role plan with timing, scorecards, and hiring owner.",Time-to-fill and quality-of-hire against target.,P1,L3,Act as a top-tier operations lead and execute Hiring Plan for Business Operations.
S0886,operations,Business Operations,cross-functional business operations,operations lead,Roadmap Prioritization,operations-roadmap-prioritization,Automate roadmap prioritization workflows for Business Operations.,Prioritize work in cross-functional business operations with clear cost-impact tradeoffs.,Backlog grows beyond delivery capacity in Business Operations.,Prioritized roadmap with rationale and cut lines.,High-priority delivery rate and cycle-time stability.,P1,L3,Act as a top-tier operations lead and execute Roadmap Prioritization for Business Operations.
